"SITE_DAY","REGION","SITE","PLOT","TREATMENT","SEASON","SPECIES","ABUNDANCE"
9,"POINT LOMA","SOUTH",2,"FW","Fall 2016","Rhodomenia",0
9,"POINT LOMA","SOUTH",2,"FW","Fall 2016","Rhodomenia",0.25
9,"POINT LOMA","SOUTH",2,"FW","Fall 2016","Rhodomenia",0
9,"POINT LOMA","SOUTH",2,"FW","Fall 2016","Rhodomenia",0
9,"POINT LOMA","SOUTH",2,"FW","Fall 2016","Rhodomenia",0
9,"POINT LOMA","SOUTH",2,"FW","Fall 2016","Rhodomenia",0
9,"POINT LOMA","SOUTH",2,"FW","Fall 2016","Rhodomenia",0.125
9,"POINT LOMA","SOUTH",3,"CONTROL","Fall 2016","Rhodomenia",0
9,"POINT LOMA","SOUTH",3,"CONTROL","Fall 2016","Rhodomenia",0
9,"POINT LOMA","SOUTH",3,"CONTROL","Fall 2016","Rhodomenia",0
9,"POINT LOMA","SOUTH",3,"CONTROL","Fall 2016","Rhodomenia",0
9,"POINT LOMA","SOUTH",3,"CONTROL","Fall 2016","Rhodomenia",0
9,"POINT LOMA","SOUTH",3,"CONTROL","Fall 2016","Rhodomenia",0
9,"POINT LOMA","SOUTH",3,"CONTROL","Fall 2016","Rhodomenia",0
9,"POINT LOMA","SOUTH",3,"CONTROL","Fall 2016","Rhodomenia",0
9,"POINT LOMA","SOUTH",3,"CONTROL","Fall 2016","Rhodomenia",0
9,"POINT LOMA","SOUTH",4,"IS","Fall 2016","Rhodomenia",0
9,"POINT LOMA","SOUTH",4,"IS","Fall 2016","Rhodomenia",0
9,"POINT LOMA","SOUTH",4,"IS","Fall 2016","Rhodomenia",0.4375
9,"POINT LOMA","SOUTH",4,"IS","Fall 2016","Rhodomenia",0
9,"POINT LOMA","SOUTH",4,"IS","Fall 2016","Rhodomenia",0
9,"POINT LOMA","SOUTH",4,"IS","Fall 2016","Rhodomenia",0
9,"POINT LOMA","SOUTH",4,"IS","Fall 2016","Rhodomenia",0
9,"POINT LOMA","SOUTH",4,"IS","Fall 2016","Rhodomenia",0.1875
9,"POINT LOMA","SOUTH",4,"IS","Fall 2016","Rhodomenia",0.125
10,"POINT LOMA","CENTRAL",1,"IS","Fall 2016","Rhodomenia",0
10,"POINT LOMA","CENTRAL",1,"IS","Fall 2016","Rhodomenia",0.4375
10,"POINT LOMA","CENTRAL",1,"IS","Fall 2016","Rhodomenia",0
10,"POINT LOMA","CENTRAL",1,"IS","Fall 2016","Rhodomenia",0
10,"POINT LOMA","CENTRAL",1,"IS","Fall 2016","Rhodomenia",0
10,"POINT LOMA","CENTRAL",1,"IS","Fall 2016","Rhodomenia",0
10,"POINT LOMA","CENTRAL",1,"IS","Fall 2016","Rhodomenia",0
10,"POINT LOMA","CENTRAL",1,"IS","Fall 2016","Rhodomenia",0
10,"POINT LOMA","CENTRAL",1,"IS","Fall 2016","Rhodomenia",0
10,"POINT LOMA","CENTRAL",2,"FW","Fall 2016","Rhodomenia",0
10,"POINT LOMA","CENTRAL",2,"FW","Fall 2016","Rhodomenia",0
10,"POINT LOMA","CENTRAL",2,"FW","Fall 2016","Rhodomenia",0
10,"POINT LOMA","CENTRAL",2,"FW","Fall 2016","Rhodomenia",0
10,"POINT LOMA","CENTRAL",2,"FW","Fall 2016","Rhodomenia",0
10,"POINT LOMA","CENTRAL",2,"FW","Fall 2016","Rhodomenia",0
10,"POINT LOMA","CENTRAL",2,"FW","Fall 2016","Rhodomenia",0
10,"POINT LOMA","CENTRAL",2,"FW","Fall 2016","Rhodomenia",0
10,"POINT LOMA","CENTRAL",2,"FW","Fall 2016","Rhodomenia",0
10,"POINT LOMA","CENTRAL",3,"FS","Fall 2016","Rhodomenia",0
10,"POINT LOMA","CENTRAL",3,"FS","Fall 2016","Rhodomenia",0.25
10,"POINT LOMA","CENTRAL",3,"FS","Fall 2016","Rhodomenia",0
10,"POINT LOMA","CENTRAL",3,"FS","Fall 2016","Rhodomenia",0
10,"POINT LOMA","CENTRAL",3,"FS","Fall 2016","Rhodomenia",0.3125
10,"POINT LOMA","CENTRAL",3,"FS","Fall 2016","Rhodomenia",0.25
10,"POINT LOMA","CENTRAL",3,"FS","Fall 2016","Rhodomenia",0
10,"POINT LOMA","CENTRAL",3,"FS","Fall 2016","Rhodomenia",0
10,"POINT LOMA","CENTRAL",3,"FS","Fall 2016","Rhodomenia",0
10,"POINT LOMA","CENTRAL",4,"CONTROL","Fall 2016","Rhodomenia",0
10,"POINT LOMA","CENTRAL",4,"CONTROL","Fall 2016","Rhodomenia",0
10,"POINT LOMA","CENTRAL",4,"CONTROL","Fall 2016","Rhodomenia",0
10,"POINT LOMA","CENTRAL",4,"CONTROL","Fall 2016","Rhodomenia",0.1875
10,"POINT LOMA","CENTRAL",4,"CONTROL","Fall 2016","Rhodomenia",0.25
10,"POINT LOMA","CENTRAL",4,"CONTROL","Fall 2016","Rhodomenia",0
10,"POINT LOMA","CENTRAL",4,"CONTROL","Fall 2016","Rhodomenia",0
10,"POINT LOMA","CENTRAL",4,"CONTROL","Fall 2016","Rhodomenia",0.25
10,"POINT LOMA","CENTRAL",4,"CONTROL","Fall 2016","Rhodomenia",0
11,"POINT LOMA","NORTH",1,"FW","Fall 2016","Rhodomenia",0
11,"POINT LOMA","NORTH",1,"FW","Fall 2016","Rhodomenia",0
11,"POINT LOMA","NORTH",1,"FW","Fall 2016","Rhodomenia",0
11,"POINT LOMA","NORTH",1,"FW","Fall 2016","Rhodomenia",0
11,"POINT LOMA","NORTH",1,"FW","Fall 2016","Rhodomenia",0
11,"POINT LOMA","NORTH",1,"FW","Fall 2016","Rhodomenia",0
11,"POINT LOMA","NORTH",1,"FW","Fall 2016","Rhodomenia",0
11,"POINT LOMA","NORTH",1,"FW","Fall 2016","Rhodomenia",0
11,"POINT LOMA","NORTH",1,"FW","Fall 2016","Rhodomenia",0.25
11,"POINT LOMA","NORTH",2,"FS","Fall 2016","Rhodomenia",0
11,"POINT LOMA","NORTH",2,"FS","Fall 2016","Rhodomenia",0
11,"POINT LOMA","NORTH",2,"FS","Fall 2016","Rhodomenia",0
11,"POINT LOMA","NORTH",2,"FS","Fall 2016","Rhodomenia",0
11,"POINT LOMA","NORTH",2,"FS","Fall 2016","Rhodomenia",0
11,"POINT LOMA","NORTH",2,"FS","Fall 2016","Rhodomenia",0
11,"POINT LOMA","NORTH",2,"FS","Fall 2016","Rhodomenia",0
11,"POINT LOMA","NORTH",2,"FS","Fall 2016","Rhodomenia",0
11,"POINT LOMA","NORTH",2,"FS","Fall 2016","Rhodomenia",0
11,"POINT LOMA","NORTH",3,"IS","Fall 2016","Rhodomenia",0
11,"POINT LOMA","NORTH",3,"IS","Fall 2016","Rhodomenia",0
11,"POINT LOMA","NORTH",3,"IS","Fall 2016","Rhodomenia",0
11,"POINT LOMA","NORTH",3,"IS","Fall 2016","Rhodomenia",0.3125
11,"POINT LOMA","NORTH",3,"IS","Fall 2016","Rhodomenia",0
11,"POINT LOMA","NORTH",3,"IS","Fall 2016","Rhodomenia",0.375
11,"POINT LOMA","NORTH",3,"IS","Fall 2016","Rhodomenia",0
11,"POINT LOMA","NORTH",3,"IS","Fall 2016","Rhodomenia",0
11,"POINT LOMA","NORTH",4,"CONTROL","Fall 2016","Rhodomenia",0
11,"POINT LOMA","NORTH",4,"CONTROL","Fall 2016","Rhodomenia",0
11,"POINT LOMA","NORTH",4,"CONTROL","Fall 2016","Rhodomenia",0
11,"POINT LOMA","NORTH",4,"CONTROL","Fall 2016","Rhodomenia",0
11,"POINT LOMA","NORTH",4,"CONTROL","Fall 2016","Rhodomenia",0
11,"POINT LOMA","NORTH",4,"CONTROL","Fall 2016","Rhodomenia",0
11,"POINT LOMA","NORTH",4,"CONTROL","Fall 2016","Rhodomenia",0
11,"POINT LOMA","NORTH",4,"CONTROL","Fall 2016","Rhodomenia",0
11,"POINT LOMA","NORTH",4,"CONTROL","Fall 2016","Rhodomenia",0.125
11,"POINT LOMA","NORTH",4,"CONTROL","Fall 2016","Rhodomenia",0
12,"POINT LOMA","SOUTH",1,"FS","Summer 2017","Rhodomenia",0.125
12,"POINT LOMA","SOUTH",1,"FS","Summer 2017","Rhodomenia",0.1875
12,"POINT LOMA","SOUTH",1,"FS","Summer 2017","Rhodomenia",0.1875
12,"POINT LOMA","SOUTH",1,"FS","Summer 2017","Rhodomenia",0
12,"POINT LOMA","SOUTH",1,"FS","Summer 2017","Rhodomenia",0
12,"POINT LOMA","SOUTH",1,"FS","Summer 2017","Rhodomenia",0
12,"POINT LOMA","SOUTH",1,"FS","Summer 2017","Rhodomenia",0.375
12,"POINT LOMA","SOUTH",1,"FS","Summer 2017","Rhodomenia",0.25
12,"POINT LOMA","SOUTH",1,"FS","Summer 2017","Rhodomenia",0.1875
12,"POINT LOMA","SOUTH",2,"FW","Summer 2017","Rhodomenia",0
12,"POINT LOMA","SOUTH",2,"FW","Summer 2017","Rhodomenia",0
12,"POINT LOMA","SOUTH",2,"FW","Summer 2017","Rhodomenia",0.1875
12,"POINT LOMA","SOUTH",2,"FW","Summer 2017","Rhodomenia",0
12,"POINT LOMA","SOUTH",2,"FW","Summer 2017","Rhodomenia",0.25
12,"POINT LOMA","SOUTH",2,"FW","Summer 2017","Rhodomenia",0
12,"POINT LOMA","SOUTH",2,"FW","Summer 2017","Rhodomenia",0.0625
12,"POINT LOMA","SOUTH",2,"FW","Summer 2017","Rhodomenia",0
12,"POINT LOMA","SOUTH",2,"FW","Summer 2017","Rhodomenia",0
12,"POINT LOMA","SOUTH",3,"CONTROL","Summer 2017","Rhodomenia",0
12,"POINT LOMA","SOUTH",3,"CONTROL","Summer 2017","Rhodomenia",0.25
12,"POINT LOMA","SOUTH",3,"CONTROL","Summer 2017","Rhodomenia",0.375
12,"POINT LOMA","SOUTH",3,"CONTROL","Summer 2017","Rhodomenia",0.25
12,"POINT LOMA","SOUTH",3,"CONTROL","Summer 2017","Rhodomenia",0.25
12,"POINT LOMA","SOUTH",3,"CONTROL","Summer 2017","Rhodomenia",0
12,"POINT LOMA","SOUTH",3,"CONTROL","Summer 2017","Rhodomenia",0
12,"POINT LOMA","SOUTH",3,"CONTROL","Summer 2017","Rhodomenia",0
12,"POINT LOMA","SOUTH",3,"CONTROL","Summer 2017","Rhodomenia",0.1875
12,"POINT LOMA","SOUTH",4,"IS","Summer 2017","Rhodomenia",0.3125
12,"POINT LOMA","SOUTH",4,"IS","Summer 2017","Rhodomenia",0.5
12,"POINT LOMA","SOUTH",4,"IS","Summer 2017","Rhodomenia",0.25
12,"POINT LOMA","SOUTH",4,"IS","Summer 2017","Rhodomenia",0.125
12,"POINT LOMA","SOUTH",4,"IS","Summer 2017","Rhodomenia",0.125
12,"POINT LOMA","SOUTH",4,"IS","Summer 2017","Rhodomenia",0.125
12,"POINT LOMA","SOUTH",4,"IS","Summer 2017","Rhodomenia",0
12,"POINT LOMA","SOUTH",4,"IS","Summer 2017","Rhodomenia",0.1875
12,"POINT LOMA","SOUTH",4,"IS","Summer 2017","Rhodomenia",0
13,"POINT LOMA","CENTRAL",1,"IS","Summer 2017","Rhodomenia",0.25
13,"POINT LOMA","CENTRAL",1,"IS","Summer 2017","Rhodomenia",0
13,"POINT LOMA","CENTRAL",1,"IS","Summer 2017","Rhodomenia",0
13,"POINT LOMA","CENTRAL",1,"IS","Summer 2017","Rhodomenia",0
13,"POINT LOMA","CENTRAL",1,"IS","Summer 2017","Rhodomenia",0
13,"POINT LOMA","CENTRAL",1,"IS","Summer 2017","Rhodomenia",0
13,"POINT LOMA","CENTRAL",1,"IS","Summer 2017","Rhodomenia",0
13,"POINT LOMA","CENTRAL",1,"IS","Summer 2017","Rhodomenia",0.25
13,"POINT LOMA","CENTRAL",1,"IS","Summer 2017","Rhodomenia",0
13,"POINT LOMA","CENTRAL",2,"FW","Summer 2017","Rhodomenia",0
13,"POINT LOMA","CENTRAL",2,"FW","Summer 2017","Rhodomenia",0.1875
13,"POINT LOMA","CENTRAL",2,"FW","Summer 2017","Rhodomenia",0
13,"POINT LOMA","CENTRAL",2,"FW","Summer 2017","Rhodomenia",0.25
13,"POINT LOMA","CENTRAL",2,"FW","Summer 2017","Rhodomenia",0
13,"POINT LOMA","CENTRAL",2,"FW","Summer 2017","Rhodomenia",0.1875
13,"POINT LOMA","CENTRAL",2,"FW","Summer 2017","Rhodomenia",0
13,"POINT LOMA","CENTRAL",2,"FW","Summer 2017","Rhodomenia",0.1875
13,"POINT LOMA","CENTRAL",2,"FW","Summer 2017","Rhodomenia",0.125
13,"POINT LOMA","CENTRAL",3,"FS","Summer 2017","Rhodomenia",0
13,"POINT LOMA","CENTRAL",3,"FS","Summer 2017","Rhodomenia",0
13,"POINT LOMA","CENTRAL",3,"FS","Summer 2017","Rhodomenia",0.125
13,"POINT LOMA","CENTRAL",3,"FS","Summer 2017","Rhodomenia",0.1875
13,"POINT LOMA","CENTRAL",3,"FS","Summer 2017","Rhodomenia",0.25
13,"POINT LOMA","CENTRAL",3,"FS","Summer 2017","Rhodomenia",0.125
13,"POINT LOMA","CENTRAL",3,"FS","Summer 2017","Rhodomenia",0
13,"POINT LOMA","CENTRAL",3,"FS","Summer 2017","Rhodomenia",0
13,"POINT LOMA","CENTRAL",3,"FS","Summer 2017","Rhodomenia",0.125
13,"POINT LOMA","CENTRAL",4,"CONTROL","Summer 2017","Rhodomenia",0.1875
13,"POINT LOMA","CENTRAL",4,"CONTROL","Summer 2017","Rhodomenia",0
13,"POINT LOMA","CENTRAL",4,"CONTROL","Summer 2017","Rhodomenia",0
13,"POINT LOMA","CENTRAL",4,"CONTROL","Summer 2017","Rhodomenia",0
13,"POINT LOMA","CENTRAL",4,"CONTROL","Summer 2017","Rhodomenia",0
13,"POINT LOMA","CENTRAL",4,"CONTROL","Summer 2017","Rhodomenia",0.1875
13,"POINT LOMA","CENTRAL",4,"CONTROL","Summer 2017","Rhodomenia",0
13,"POINT LOMA","CENTRAL",4,"CONTROL","Summer 2017","Rhodomenia",0.25
13,"POINT LOMA","CENTRAL",4,"CONTROL","Summer 2017","Rhodomenia",0
14,"POINT LOMA","NORTH",1,"FW","Summer 2017","Rhodomenia",0
14,"POINT LOMA","NORTH",1,"FW","Summer 2017","Rhodomenia",0
14,"POINT LOMA","NORTH",1,"FW","Summer 2017","Rhodomenia",0
14,"POINT LOMA","NORTH",1,"FW","Summer 2017","Rhodomenia",0
14,"POINT LOMA","NORTH",1,"FW","Summer 2017","Rhodomenia",0
14,"POINT LOMA","NORTH",1,"FW","Summer 2017","Rhodomenia",0
14,"POINT LOMA","NORTH",1,"FW","Summer 2017","Rhodomenia",0
14,"POINT LOMA","NORTH",1,"FW","Summer 2017","Rhodomenia",0
14,"POINT LOMA","NORTH",1,"FW","Summer 2017","Rhodomenia",0.1875
14,"POINT LOMA","NORTH",2,"FS","Summer 2017","Rhodomenia",0
14,"POINT LOMA","NORTH",2,"FS","Summer 2017","Rhodomenia",0.125
14,"POINT LOMA","NORTH",2,"FS","Summer 2017","Rhodomenia",0.1875
14,"POINT LOMA","NORTH",2,"FS","Summer 2017","Rhodomenia",0.125
14,"POINT LOMA","NORTH",2,"FS","Summer 2017","Rhodomenia",0
14,"POINT LOMA","NORTH",2,"FS","Summer 2017","Rhodomenia",0
14,"POINT LOMA","NORTH",2,"FS","Summer 2017","Rhodomenia",0.25
14,"POINT LOMA","NORTH",2,"FS","Summer 2017","Rhodomenia",0
14,"POINT LOMA","NORTH",2,"FS","Summer 2017","Rhodomenia",0
14,"POINT LOMA","NORTH",3,"IS","Summer 2017","Rhodomenia",0.1875
14,"POINT LOMA","NORTH",3,"IS","Summer 2017","Rhodomenia",0.125
14,"POINT LOMA","NORTH",3,"IS","Summer 2017","Rhodomenia",0.125
14,"POINT LOMA","NORTH",3,"IS","Summer 2017","Rhodomenia",0.125
14,"POINT LOMA","NORTH",3,"IS","Summer 2017","Rhodomenia",0
14,"POINT LOMA","NORTH",3,"IS","Summer 2017","Rhodomenia",0.1875
14,"POINT LOMA","NORTH",3,"IS","Summer 2017","Rhodomenia",0.1875
14,"POINT LOMA","NORTH",3,"IS","Summer 2017","Rhodomenia",0
14,"POINT LOMA","NORTH",4,"CONTROL","Summer 2017","Rhodomenia",0.0625
14,"POINT LOMA","NORTH",4,"CONTROL","Summer 2017","Rhodomenia",0.25
14,"POINT LOMA","NORTH",4,"CONTROL","Summer 2017","Rhodomenia",0
14,"POINT LOMA","NORTH",4,"CONTROL","Summer 2017","Rhodomenia",0
14,"POINT LOMA","NORTH",4,"CONTROL","Summer 2017","Rhodomenia",0
14,"POINT LOMA","NORTH",4,"CONTROL","Summer 2017","Rhodomenia",0
14,"POINT LOMA","NORTH",4,"CONTROL","Summer 2017","Rhodomenia",0
14,"POINT LOMA","NORTH",4,"CONTROL","Summer 2017","Rhodomenia",0
14,"POINT LOMA","NORTH",4,"CONTROL","Summer 2017","Rhodomenia",0
15,"POINT LOMA","SOUTH",1,"FS","Spring 2017","Rhodomenia",0.125
15,"POINT LOMA","SOUTH",1,"FS","Spring 2017","Rhodomenia",0.1875
15,"POINT LOMA","SOUTH",1,"FS","Spring 2017","Rhodomenia",0
15,"POINT LOMA","SOUTH",1,"FS","Spring 2017","Rhodomenia",0.25
15,"POINT LOMA","SOUTH",1,"FS","Spring 2017","Rhodomenia",0.0625
15,"POINT LOMA","SOUTH",1,"FS","Spring 2017","Rhodomenia",0
15,"POINT LOMA","SOUTH",1,"FS","Spring 2017","Rhodomenia",0.25
15,"POINT LOMA","SOUTH",1,"FS","Spring 2017","Rhodomenia",0.25
15,"POINT LOMA","SOUTH",1,"FS","Spring 2017","Rhodomenia",0
15,"POINT LOMA","SOUTH",2,"FW","Spring 2017","Rhodomenia",0
15,"POINT LOMA","SOUTH",2,"FW","Spring 2017","Rhodomenia",0
15,"POINT LOMA","SOUTH",2,"FW","Spring 2017","Rhodomenia",0
15,"POINT LOMA","SOUTH",2,"FW","Spring 2017","Rhodomenia",0
15,"POINT LOMA","SOUTH",2,"FW","Spring 2017","Rhodomenia",0
15,"POINT LOMA","SOUTH",2,"FW","Spring 2017","Rhodomenia",0
15,"POINT LOMA","SOUTH",2,"FW","Spring 2017","Rhodomenia",0.0625
15,"POINT LOMA","SOUTH",2,"FW","Spring 2017","Rhodomenia",0.1875
15,"POINT LOMA","SOUTH",2,"FW","Spring 2017","Rhodomenia",0
15,"POINT LOMA","SOUTH",3,"CONTROL","Spring 2017","Rhodomenia",0
15,"POINT LOMA","SOUTH",3,"CONTROL","Spring 2017","Rhodomenia",0
15,"POINT LOMA","SOUTH",3,"CONTROL","Spring 2017","Rhodomenia",0
15,"POINT LOMA","SOUTH",3,"CONTROL","Spring 2017","Rhodomenia",0
15,"POINT LOMA","SOUTH",3,"CONTROL","Spring 2017","Rhodomenia",0
15,"POINT LOMA","SOUTH",3,"CONTROL","Spring 2017","Rhodomenia",0.375
15,"POINT LOMA","SOUTH",3,"CONTROL","Spring 2017","Rhodomenia",0.125
15,"POINT LOMA","SOUTH",3,"CONTROL","Spring 2017","Rhodomenia",0
15,"POINT LOMA","SOUTH",3,"CONTROL","Spring 2017","Rhodomenia",0
15,"POINT LOMA","SOUTH",4,"IS","Spring 2017","Rhodomenia",0
15,"POINT LOMA","SOUTH",4,"IS","Spring 2017","Rhodomenia",0
15,"POINT LOMA","SOUTH",4,"IS","Spring 2017","Rhodomenia",0.1875
15,"POINT LOMA","SOUTH",4,"IS","Spring 2017","Rhodomenia",0
15,"POINT LOMA","SOUTH",4,"IS","Spring 2017","Rhodomenia",0
15,"POINT LOMA","SOUTH",4,"IS","Spring 2017","Rhodomenia",0.125
15,"POINT LOMA","SOUTH",4,"IS","Spring 2017","Rhodomenia",0.1875
15,"POINT LOMA","SOUTH",4,"IS","Spring 2017","Rhodomenia",0
15,"POINT LOMA","SOUTH",4,"IS","Spring 2017","Rhodomenia",0
16,"POINT LOMA","CENTRAL",1,"IS","Spring 2017","Rhodomenia",0.0625
16,"POINT LOMA","CENTRAL",1,"IS","Spring 2017","Rhodomenia",0
16,"POINT LOMA","CENTRAL",1,"IS","Spring 2017","Rhodomenia",0
16,"POINT LOMA","CENTRAL",1,"IS","Spring 2017","Rhodomenia",0
16,"POINT LOMA","CENTRAL",1,"IS","Spring 2017","Rhodomenia",0
16,"POINT LOMA","CENTRAL",1,"IS","Spring 2017","Rhodomenia",0
16,"POINT LOMA","CENTRAL",1,"IS","Spring 2017","Rhodomenia",0
16,"POINT LOMA","CENTRAL",1,"IS","Spring 2017","Rhodomenia",0
16,"POINT LOMA","CENTRAL",1,"IS","Spring 2017","Rhodomenia",0
16,"POINT LOMA","CENTRAL",2,"FW","Spring 2017","Rhodomenia",0.1875
16,"POINT LOMA","CENTRAL",2,"FW","Spring 2017","Rhodomenia",0
16,"POINT LOMA","CENTRAL",2,"FW","Spring 2017","Rhodomenia",0
16,"POINT LOMA","CENTRAL",2,"FW","Spring 2017","Rhodomenia",0
16,"POINT LOMA","CENTRAL",2,"FW","Spring 2017","Rhodomenia",0
16,"POINT LOMA","CENTRAL",2,"FW","Spring 2017","Rhodomenia",0
16,"POINT LOMA","CENTRAL",2,"FW","Spring 2017","Rhodomenia",0
16,"POINT LOMA","CENTRAL",2,"FW","Spring 2017","Rhodomenia",0
16,"POINT LOMA","CENTRAL",2,"FW","Spring 2017","Rhodomenia",0
16,"POINT LOMA","CENTRAL",3,"FS","Spring 2017","Rhodomenia",0.25
16,"POINT LOMA","CENTRAL",3,"FS","Spring 2017","Rhodomenia",0
16,"POINT LOMA","CENTRAL",3,"FS","Spring 2017","Rhodomenia",0.25
16,"POINT LOMA","CENTRAL",3,"FS","Spring 2017","Rhodomenia",0
16,"POINT LOMA","CENTRAL",3,"FS","Spring 2017","Rhodomenia",0
16,"POINT LOMA","CENTRAL",3,"FS","Spring 2017","Rhodomenia",0.1875
16,"POINT LOMA","CENTRAL",3,"FS","Spring 2017","Rhodomenia",0
16,"POINT LOMA","CENTRAL",3,"FS","Spring 2017","Rhodomenia",0
16,"POINT LOMA","CENTRAL",3,"FS","Spring 2017","Rhodomenia",0.1875
16,"POINT LOMA","CENTRAL",4,"CONTROL","Spring 2017","Rhodomenia",0
16,"POINT LOMA","CENTRAL",4,"CONTROL","Spring 2017","Rhodomenia",0
16,"POINT LOMA","CENTRAL",4,"CONTROL","Spring 2017","Rhodomenia",0
16,"POINT LOMA","CENTRAL",4,"CONTROL","Spring 2017","Rhodomenia",0
16,"POINT LOMA","CENTRAL",4,"CONTROL","Spring 2017","Rhodomenia",0
16,"POINT LOMA","CENTRAL",4,"CONTROL","Spring 2017","Rhodomenia",0
16,"POINT LOMA","CENTRAL",4,"CONTROL","Spring 2017","Rhodomenia",0
16,"POINT LOMA","CENTRAL",4,"CONTROL","Spring 2017","Rhodomenia",0
16,"POINT LOMA","CENTRAL",4,"CONTROL","Spring 2017","Rhodomenia",0
17,"POINT LOMA","NORTH",1,"FW","Spring 2017","Rhodomenia",0
17,"POINT LOMA","NORTH",1,"FW","Spring 2017","Rhodomenia",0.25
17,"POINT LOMA","NORTH",1,"FW","Spring 2017","Rhodomenia",0
17,"POINT LOMA","NORTH",1,"FW","Spring 2017","Rhodomenia",0
17,"POINT LOMA","NORTH",1,"FW","Spring 2017","Rhodomenia",0
17,"POINT LOMA","NORTH",1,"FW","Spring 2017","Rhodomenia",0.1875
17,"POINT LOMA","NORTH",1,"FW","Spring 2017","Rhodomenia",0
17,"POINT LOMA","NORTH",1,"FW","Spring 2017","Rhodomenia",0
17,"POINT LOMA","NORTH",1,"FW","Spring 2017","Rhodomenia",0
17,"POINT LOMA","NORTH",2,"FS","Spring 2017","Rhodomenia",0
17,"POINT LOMA","NORTH",2,"FS","Spring 2017","Rhodomenia",0.1875
17,"POINT LOMA","NORTH",2,"FS","Spring 2017","Rhodomenia",0
17,"POINT LOMA","NORTH",2,"FS","Spring 2017","Rhodomenia",0
17,"POINT LOMA","NORTH",2,"FS","Spring 2017","Rhodomenia",0
17,"POINT LOMA","NORTH",2,"FS","Spring 2017","Rhodomenia",0
17,"POINT LOMA","NORTH",2,"FS","Spring 2017","Rhodomenia",0
17,"POINT LOMA","NORTH",2,"FS","Spring 2017","Rhodomenia",0
17,"POINT LOMA","NORTH",2,"FS","Spring 2017","Rhodomenia",0
17,"POINT LOMA","NORTH",3,"IS","Spring 2017","Rhodomenia",0
17,"POINT LOMA","NORTH",3,"IS","Spring 2017","Rhodomenia",0
17,"POINT LOMA","NORTH",3,"IS","Spring 2017","Rhodomenia",0
17,"POINT LOMA","NORTH",3,"IS","Spring 2017","Rhodomenia",0
17,"POINT LOMA","NORTH",3,"IS","Spring 2017","Rhodomenia",0
17,"POINT LOMA","NORTH",3,"IS","Spring 2017","Rhodomenia",0
17,"POINT LOMA","NORTH",3,"IS","Spring 2017","Rhodomenia",0
17,"POINT LOMA","NORTH",3,"IS","Spring 2017","Rhodomenia",0
17,"POINT LOMA","NORTH",4,"CONTROL","Spring 2017","Rhodomenia",0
17,"POINT LOMA","NORTH",4,"CONTROL","Spring 2017","Rhodomenia",0
17,"POINT LOMA","NORTH",4,"CONTROL","Spring 2017","Rhodomenia",0
17,"POINT LOMA","NORTH",4,"CONTROL","Spring 2017","Rhodomenia",0
17,"POINT LOMA","NORTH",4,"CONTROL","Spring 2017","Rhodomenia",0
17,"POINT LOMA","NORTH",4,"CONTROL","Spring 2017","Rhodomenia",0
17,"POINT LOMA","NORTH",4,"CONTROL","Spring 2017","Rhodomenia",0
17,"POINT LOMA","NORTH",4,"CONTROL","Spring 2017","Rhodomenia",0
17,"POINT LOMA","NORTH",4,"CONTROL","Spring 2017","Rhodomenia",0
1,"POINT LOMA","SOUTH",1,"FS","Fall 2015","Botrocladia pseudo",0
1,"POINT LOMA","SOUTH",1,"FS","Fall 2015","Botrocladia pseudo",0
1,"POINT LOMA","SOUTH",1,"FS","Fall 2015","Botrocladia pseudo",0
1,"POINT LOMA","SOUTH",2,"FW","Fall 2015","Botrocladia pseudo",0
1,"POINT LOMA","SOUTH",2,"FW","Fall 2015","Botrocladia pseudo",0
1,"POINT LOMA","SOUTH",2,"FW","Fall 2015","Botrocladia pseudo",0
1,"POINT LOMA","SOUTH",3,"CONTROL","Fall 2015","Botrocladia pseudo",0
1,"POINT LOMA","SOUTH",3,"CONTROL","Fall 2015","Botrocladia pseudo",0
1,"POINT LOMA","SOUTH",3,"CONTROL","Fall 2015","Botrocladia pseudo",0
1,"POINT LOMA","SOUTH",4,"IS","Fall 2015","Botrocladia pseudo",0
1,"POINT LOMA","SOUTH",4,"IS","Fall 2015","Botrocladia pseudo",0
1,"POINT LOMA","SOUTH",4,"IS","Fall 2015","Botrocladia pseudo",0
2,"POINT LOMA","CENTRAL",1,"IS","Fall 2015","Botrocladia pseudo",0
2,"POINT LOMA","CENTRAL",1,"IS","Fall 2015","Botrocladia pseudo",0
2,"POINT LOMA","CENTRAL",1,"IS","Fall 2015","Botrocladia pseudo",0
2,"POINT LOMA","CENTRAL",2,"FW","Fall 2015","Botrocladia pseudo",0
2,"POINT LOMA","CENTRAL",2,"FW","Fall 2015","Botrocladia pseudo",0
2,"POINT LOMA","CENTRAL",2,"FW","Fall 2015","Botrocladia pseudo",0
2,"POINT LOMA","CENTRAL",3,"FS","Fall 2015","Botrocladia pseudo",0
2,"POINT LOMA","CENTRAL",3,"FS","Fall 2015","Botrocladia pseudo",0
2,"POINT LOMA","CENTRAL",3,"FS","Fall 2015","Botrocladia pseudo",0
2,"POINT LOMA","CENTRAL",4,"CONTROL","Fall 2015","Botrocladia pseudo",0
2,"POINT LOMA","CENTRAL",4,"CONTROL","Fall 2015","Botrocladia pseudo",0
