REGION,SITE,PLOT,TREATMENT,SEASON,SPECIES,ABUNDANCE
POINT LOMA,SOUTH,1,FS,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,1,FS,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,1,FS,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,1,FS,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,1,FS,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,1,FS,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,1,FS,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,2,FW,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,2,FW,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,2,FW,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,2,FW,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,2,FW,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,2,FW,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,2,FW,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,2,FW,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,2,FW,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,3,CONTROL,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,3,CONTROL,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,3,CONTROL,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,3,CONTROL,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,3,CONTROL,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,3,CONTROL,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,3,CONTROL,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,3,CONTROL,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,3,CONTROL,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,4,IS,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,4,IS,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,4,IS,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,4,IS,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,4,IS,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,4,IS,Spring 2016,Plocamium cartilagineum,0.1875
POINT LOMA,SOUTH,4,IS,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,4,IS,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,4,IS,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,1,IS,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,1,IS,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,1,IS,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,1,IS,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,1,IS,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,1,IS,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,1,IS,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,1,IS,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,1,IS,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,2,FW,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,2,FW,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,2,FW,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,2,FW,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,2,FW,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,2,FW,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,2,FW,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,2,FW,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,2,FW,Spring 2016,Plocamium cartilagineum,0.0625
POINT LOMA,CENTRAL,3,FS,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,3,FS,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,3,FS,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,3,FS,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,3,FS,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,3,FS,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,3,FS,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,3,FS,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,3,FS,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,4,CONTROL,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,4,CONTROL,Spring 2016,Plocamium cartilagineum,0.25
POINT LOMA,CENTRAL,4,CONTROL,Spring 2016,Plocamium cartilagineum,0.0625
POINT LOMA,CENTRAL,4,CONTROL,Spring 2016,Plocamium cartilagineum,0.125
POINT LOMA,CENTRAL,4,CONTROL,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,4,CONTROL,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,4,CONTROL,Spring 2016,Plocamium cartilagineum,0.0625
POINT LOMA,CENTRAL,4,CONTROL,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,4,CONTROL,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,1,FW,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,1,FW,Spring 2016,Plocamium cartilagineum,0.0625
POINT LOMA,NORTH,1,FW,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,1,FW,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,1,FW,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,1,FW,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,1,FW,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,1,FW,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,1,FW,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,2,FS,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,2,FS,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,2,FS,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,2,FS,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,2,FS,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,2,FS,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,2,FS,Spring 2016,Plocamium cartilagineum,0.0625
POINT LOMA,NORTH,2,FS,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,2,FS,Spring 2016,Plocamium cartilagineum,0.0625
POINT LOMA,NORTH,3,IS,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,3,IS,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,3,IS,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,3,IS,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,3,IS,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,3,IS,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,3,IS,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,3,IS,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,4,CONTROL,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,4,CONTROL,Spring 2016,Plocamium cartilagineum,0.0625
POINT LOMA,NORTH,4,CONTROL,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,4,CONTROL,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,4,CONTROL,Spring 2016,Plocamium cartilagineum,0.0625
POINT LOMA,NORTH,4,CONTROL,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,4,CONTROL,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,4,CONTROL,Spring 2016,Plocamium cartilagineum,0.0625
POINT LOMA,NORTH,4,CONTROL,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,4,CONTROL,Spring 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,1,FS,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,1,FS,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,1,FS,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,1,FS,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,1,FS,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,1,FS,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,1,FS,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,1,FS,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,1,FS,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,2,FW,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,2,FW,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,2,FW,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,2,FW,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,2,FW,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,2,FW,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,2,FW,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,2,FW,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,2,FW,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,3,CONTROL,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,3,CONTROL,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,3,CONTROL,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,3,CONTROL,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,3,CONTROL,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,3,CONTROL,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,3,CONTROL,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,3,CONTROL,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,3,CONTROL,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,4,IS,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,4,IS,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,4,IS,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,4,IS,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,4,IS,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,4,IS,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,4,IS,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,4,IS,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,4,IS,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,1,IS,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,1,IS,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,1,IS,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,1,IS,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,1,IS,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,1,IS,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,1,IS,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,1,IS,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,1,IS,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,2,FW,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,2,FW,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,2,FW,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,2,FW,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,2,FW,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,2,FW,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,2,FW,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,2,FW,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,2,FW,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,3,FS,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,3,FS,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,3,FS,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,3,FS,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,3,FS,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,3,FS,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,3,FS,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,3,FS,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,3,FS,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,4,CONTROL,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,4,CONTROL,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,4,CONTROL,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,4,CONTROL,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,4,CONTROL,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,4,CONTROL,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,4,CONTROL,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,4,CONTROL,Summer 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,1,FS,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,1,FS,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,1,FS,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,1,FS,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,1,FS,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,1,FS,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,1,FS,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,1,FS,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,1,FS,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,2,FW,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,2,FW,Fall 2016,Plocamium cartilagineum,0.125
POINT LOMA,SOUTH,2,FW,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,2,FW,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,2,FW,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,2,FW,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,2,FW,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,2,FW,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,2,FW,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,3,CONTROL,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,3,CONTROL,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,3,CONTROL,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,3,CONTROL,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,3,CONTROL,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,3,CONTROL,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,3,CONTROL,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,3,CONTROL,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,3,CONTROL,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,4,IS,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,4,IS,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,4,IS,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,4,IS,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,4,IS,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,4,IS,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,4,IS,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,4,IS,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,4,IS,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,1,IS,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,1,IS,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,1,IS,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,1,IS,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,1,IS,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,1,IS,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,1,IS,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,1,IS,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,1,IS,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,2,FW,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,2,FW,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,2,FW,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,2,FW,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,2,FW,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,2,FW,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,2,FW,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,2,FW,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,2,FW,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,3,FS,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,3,FS,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,3,FS,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,3,FS,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,3,FS,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,3,FS,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,3,FS,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,3,FS,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,3,FS,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,4,CONTROL,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,4,CONTROL,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,4,CONTROL,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,4,CONTROL,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,4,CONTROL,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,4,CONTROL,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,4,CONTROL,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,4,CONTROL,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,4,CONTROL,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,1,FW,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,1,FW,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,1,FW,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,1,FW,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,1,FW,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,1,FW,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,1,FW,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,1,FW,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,1,FW,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,2,FS,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,2,FS,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,2,FS,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,2,FS,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,2,FS,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,2,FS,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,2,FS,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,2,FS,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,2,FS,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,3,IS,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,3,IS,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,3,IS,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,3,IS,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,3,IS,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,3,IS,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,3,IS,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,3,IS,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,4,CONTROL,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,4,CONTROL,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,4,CONTROL,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,4,CONTROL,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,4,CONTROL,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,4,CONTROL,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,4,CONTROL,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,4,CONTROL,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,4,CONTROL,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,NORTH,4,CONTROL,Fall 2016,Plocamium cartilagineum,0
POINT LOMA,SOUTH,1,FS,Summer 2017,Plocamium cartilagineum,0
POINT LOMA,SOUTH,1,FS,Summer 2017,Plocamium cartilagineum,0
POINT LOMA,SOUTH,1,FS,Summer 2017,Plocamium cartilagineum,0
POINT LOMA,SOUTH,1,FS,Summer 2017,Plocamium cartilagineum,0
POINT LOMA,SOUTH,1,FS,Summer 2017,Plocamium cartilagineum,0
POINT LOMA,SOUTH,1,FS,Summer 2017,Plocamium cartilagineum,0
POINT LOMA,SOUTH,1,FS,Summer 2017,Plocamium cartilagineum,0
POINT LOMA,SOUTH,1,FS,Summer 2017,Plocamium cartilagineum,0
POINT LOMA,SOUTH,1,FS,Summer 2017,Plocamium cartilagineum,0
POINT LOMA,SOUTH,2,FW,Summer 2017,Plocamium cartilagineum,0
POINT LOMA,SOUTH,2,FW,Summer 2017,Plocamium cartilagineum,0
POINT LOMA,SOUTH,2,FW,Summer 2017,Plocamium cartilagineum,0
POINT LOMA,SOUTH,2,FW,Summer 2017,Plocamium cartilagineum,0
POINT LOMA,SOUTH,2,FW,Summer 2017,Plocamium cartilagineum,0
POINT LOMA,SOUTH,2,FW,Summer 2017,Plocamium cartilagineum,0
POINT LOMA,SOUTH,2,FW,Summer 2017,Plocamium cartilagineum,0
POINT LOMA,SOUTH,2,FW,Summer 2017,Plocamium cartilagineum,0
POINT LOMA,SOUTH,2,FW,Summer 2017,Plocamium cartilagineum,0
POINT LOMA,SOUTH,3,CONTROL,Summer 2017,Plocamium cartilagineum,0
POINT LOMA,SOUTH,3,CONTROL,Summer 2017,Plocamium cartilagineum,0
POINT LOMA,SOUTH,3,CONTROL,Summer 2017,Plocamium cartilagineum,0
POINT LOMA,SOUTH,3,CONTROL,Summer 2017,Plocamium cartilagineum,0
POINT LOMA,SOUTH,3,CONTROL,Summer 2017,Plocamium cartilagineum,0
POINT LOMA,SOUTH,3,CONTROL,Summer 2017,Plocamium cartilagineum,0
POINT LOMA,SOUTH,3,CONTROL,Summer 2017,Plocamium cartilagineum,0
POINT LOMA,SOUTH,3,CONTROL,Summer 2017,Plocamium cartilagineum,0
POINT LOMA,SOUTH,3,CONTROL,Summer 2017,Plocamium cartilagineum,0
POINT LOMA,SOUTH,4,IS,Summer 2017,Plocamium cartilagineum,0
POINT LOMA,SOUTH,4,IS,Summer 2017,Plocamium cartilagineum,0
POINT LOMA,SOUTH,4,IS,Summer 2017,Plocamium cartilagineum,0
POINT LOMA,SOUTH,4,IS,Summer 2017,Plocamium cartilagineum,0
POINT LOMA,SOUTH,4,IS,Summer 2017,Plocamium cartilagineum,0.125
POINT LOMA,SOUTH,4,IS,Summer 2017,Plocamium cartilagineum,0
POINT LOMA,SOUTH,4,IS,Summer 2017,Plocamium cartilagineum,0
POINT LOMA,SOUTH,4,IS,Summer 2017,Plocamium cartilagineum,0
POINT LOMA,SOUTH,4,IS,Summer 2017,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,1,IS,Summer 2017,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,1,IS,Summer 2017,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,1,IS,Summer 2017,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,1,IS,Summer 2017,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,1,IS,Summer 2017,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,1,IS,Summer 2017,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,1,IS,Summer 2017,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,1,IS,Summer 2017,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,1,IS,Summer 2017,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,2,FW,Summer 2017,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,2,FW,Summer 2017,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,2,FW,Summer 2017,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,2,FW,Summer 2017,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,2,FW,Summer 2017,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,2,FW,Summer 2017,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,2,FW,Summer 2017,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,2,FW,Summer 2017,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,2,FW,Summer 2017,Plocamium cartilagineum,0
POINT LOMA,CENTRAL,3,FS,Summer 2017,Plocamium cartilagineum,0
